,Artist_Name,Album_Title,Genre,Composer,Track_Name,Track_Unit_Price,Invoice_ID,Invoice_Tracks_Price,Invoice_Track_ID,Sales_Rep_ID,Sales_Rep_First_Name,Sales_Rep_Last_Name,Sales_Rep_Title,Sales_Rep_City,Sales_Rep_State,Sales_Rep_Country,Customer_ID,Customer_First_Name,Customer_Last_Name,Customer_City,Customer_State,Customer_Country,artist2
542,Led Zeppelin,Led Zeppelin III,Rock,"Jimmy Page, Robert Plant",Immigrant Song,0.99,51.0,0.99,1636.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,34.0,João,Fernandes,Lisbon,,Portugal,Led Zeppelin
543,Led Zeppelin,Led Zeppelin III,Rock,"Jimmy Page, Robert Plant",Friends,0.99,157.0,0.99,1637.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,18.0,Michelle,Brooks,New York,NY,USA,Led Zeppelin
544,Led Zeppelin,Led Zeppelin III,Rock,"Jimmy Page, Robert Plant, John Paul Jones",Celebration Day,0.99,263.0,0.99,1638.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,4.0,Bjørn,Hansen,Oslo,,Norway,Led Zeppelin
545,Led Zeppelin,Led Zeppelin III,Rock,"Jimmy Page, Robert Plant, John Paul Jones",Since I've Been Loving You,0.99,368.0,0.99,1639.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,43.0,Isabelle,Mercier,Dijon,,France,Led Zeppelin
546,Led Zeppelin,Led Zeppelin III,Rock,"Jimmy Page, Robert Plant, John Bonham",Out On The Tiles,0.99,52.0,0.99,1640.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,38.0,Niklas,Schröder,Berlin,,Germany,Led Zeppelin
547,Led Zeppelin,Led Zeppelin III,Rock,Traditional,Gallows Pole,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
548,Led Zeppelin,Led Zeppelin III,Rock,Jimmy Page,Tangerine,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
549,Led Zeppelin,Led Zeppelin III,Rock,"Jimmy Page, Robert Plant",That's The Way,0.99,158.0,0.99,1643.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,24.0,Frank,Ralston,Chicago,IL,USA,Led Zeppelin
550,Led Zeppelin,Led Zeppelin III,Rock,"Jimmy Page, Robert Plant, John Paul Jones",Bron-Y-Aur Stomp,0.99,52.0,0.99,1644.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,38.0,Niklas,Schröder,Berlin,,Germany,Led Zeppelin
551,Led Zeppelin,Led Zeppelin III,Rock,"Jimmy Page, Robert Plant, John Paul Jones",Bron-Y-Aur Stomp,0.99,263.0,0.99,1644.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,4.0,Bjørn,Hansen,Oslo,,Norway,Led Zeppelin
552,Led Zeppelin,Led Zeppelin III,Rock,Traditional,Hats Off To (Roy) Harper,0.99,368.0,0.99,1645.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,43.0,Isabelle,Mercier,Dijon,,France,Led Zeppelin
553,Led Zeppelin,Physical Graffiti [Disc 2],Rock,John Paul Jones/Robert Plant,In The Light,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
554,Led Zeppelin,Physical Graffiti [Disc 2],Rock,Jimmy Page,Bron-Yr-Aur,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
555,Led Zeppelin,Physical Graffiti [Disc 2],Rock,Robert Plant,Down By The Seaside,0.99,52.0,0.99,1648.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,38.0,Niklas,Schröder,Berlin,,Germany,Led Zeppelin
556,Led Zeppelin,Physical Graffiti [Disc 2],Rock,Robert Plant,Ten Years Gone,0.99,158.0,0.99,1649.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,24.0,Frank,Ralston,Chicago,IL,USA,Led Zeppelin
557,Led Zeppelin,Physical Graffiti [Disc 2],Rock,John Paul Jones/Robert Plant,Night Flight,0.99,263.0,0.99,1650.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,4.0,Bjørn,Hansen,Oslo,,Norway,Led Zeppelin
558,Led Zeppelin,Physical Graffiti [Disc 2],Rock,Robert Plant,The Wanton Song,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
559,Led Zeppelin,Physical Graffiti [Disc 2],Rock,Ian Stewart/John Bonham/John Paul Jones/Mrs. Valens/Robert Plant,Boogie With Stu,0.99,52.0,0.99,1652.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,38.0,Niklas,Schröder,Berlin,,Germany,Led Zeppelin
560,Led Zeppelin,Physical Graffiti [Disc 2],Rock,Robert Plant,Black Country Woman,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
561,Led Zeppelin,Physical Graffiti [Disc 2],Rock,Robert Plant,Sick Again,0.99,369.0,0.99,1654.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,52.0,Emma,Jones,London,,United Kingdom,Led Zeppelin
562,Led Zeppelin,Presence,Rock,Jimmy Page/Robert Plant,Achilles Last Stand,0.99,158.0,0.99,1655.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,24.0,Frank,Ralston,Chicago,IL,USA,Led Zeppelin
563,Led Zeppelin,Presence,Rock,Jimmy Page/Robert Plant,For Your Life,0.99,52.0,0.99,1656.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,38.0,Niklas,Schröder,Berlin,,Germany,Led Zeppelin
564,Led Zeppelin,Presence,Rock,Jimmy Page/Robert Plant,For Your Life,0.99,263.0,0.99,1656.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,4.0,Bjørn,Hansen,Oslo,,Norway,Led Zeppelin
565,Led Zeppelin,Presence,Rock,John Bonham/John Paul Jones,Royal Orleans,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
566,Led Zeppelin,Presence,Rock,Jimmy Page/Robert Plant,Nobody's Fault But Mine,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
567,Led Zeppelin,Presence,Rock,Jimmy Page/Robert Plant,Candy Store Rock,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
568,Led Zeppelin,Presence,Rock,Jimmy Page/Robert Plant,Hots On For Nowhere,0.99,52.0,0.99,1660.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,38.0,Niklas,Schröder,Berlin,,Germany,Led Zeppelin
569,Led Zeppelin,Presence,Rock,Jimmy Page/Robert Plant,Tea For One,0.99,158.0,0.99,1661.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,24.0,Frank,Ralston,Chicago,IL,USA,Led Zeppelin
570,Led Zeppelin,The Song Remains The Same (Disc 1),Rock,John Bonham/John Paul Jones/Robert Plant,Rock & Roll,0.99,263.0,0.99,1662.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,4.0,Bjørn,Hansen,Oslo,,Norway,Led Zeppelin
571,Led Zeppelin,The Song Remains The Same (Disc 1),Rock,John Paul Jones/Robert Plant,Celebration Day,0.99,369.0,0.99,1663.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,52.0,Emma,Jones,London,,United Kingdom,Led Zeppelin
572,Led Zeppelin,The Song Remains The Same (Disc 1),Rock,Robert Plant,The Song Remains The Same,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
573,Led Zeppelin,The Song Remains The Same (Disc 1),Rock,Robert Plant,Rain Song,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
574,Led Zeppelin,The Song Remains The Same (Disc 1),Rock,Jimmy Page,Dazed And Confused,0.99,53.0,0.99,1666.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,44.0,Terhi,Hämäläinen,Helsinki,,Finland,Led Zeppelin
575,Led Zeppelin,The Song Remains The Same (Disc 2),Rock,John Paul Jones/Robert Plant,No Quarter,0.99,158.0,0.99,1667.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,24.0,Frank,Ralston,Chicago,IL,USA,Led Zeppelin
576,Led Zeppelin,The Song Remains The Same (Disc 2),Rock,Robert Plant,Stairway To Heaven,0.99,263.0,0.99,1668.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,4.0,Bjørn,Hansen,Oslo,,Norway,Led Zeppelin
577,Led Zeppelin,The Song Remains The Same (Disc 2),Rock,John Bonham/John Paul Jones,Moby Dick,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
578,Led Zeppelin,The Song Remains The Same (Disc 2),Rock,John Bonham/John Paul Jones/Robert Plant/Willie Dixon,Whole Lotta Love,0.99,,,,,,,,,,,,,,,,,Led Zeppelin
579,Frank Zappa & Captain Beefheart,Bongo Fury,Rock,Frank Zappa,Debra Kadabra,0.99,,,,,,,,,,,,,,,,,Frank Zappa & Captain Beefheart
580,Frank Zappa & Captain Beefheart,Bongo Fury,Rock,Frank Zappa,Carolina Hard-Core Ecstasy,0.99,327.0,0.99,352.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,1.0,Luís,Gonçalves,São José dos Campos,SP,Brazil,Frank Zappa & Captain Beefheart
581,Frank Zappa & Captain Beefheart,Bongo Fury,Rock,Don Van Vliet,Sam With The Showing Scalp Flat Top,0.99,117.0,0.99,353.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,41.0,Marc,Dubois,Lyon,,France,Frank Zappa & Captain Beefheart
582,Frank Zappa & Captain Beefheart,Bongo Fury,Rock,Frank Zappa,Poofter's Froth Wyoming Plans Ahead,0.99,,,,,,,,,,,,,,,,,Frank Zappa & Captain Beefheart
583,Frank Zappa & Captain Beefheart,Bongo Fury,Rock,Frank Zappa,200 Years Old,0.99,,,,,,,,,,,,,,,,,Frank Zappa & Captain Beefheart
584,Frank Zappa & Captain Beefheart,Bongo Fury,Rock,Frank Zappa,Cucamonga,0.99,,,,,,,,,,,,,,,,,Frank Zappa & Captain Beefheart
585,Frank Zappa & Captain Beefheart,Bongo Fury,Rock,Frank Zappa,Advance Romance,0.99,222.0,0.99,357.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,21.0,Kathy,Chase,Reno,NV,USA,Frank Zappa & Captain Beefheart
586,Frank Zappa & Captain Beefheart,Bongo Fury,Rock,Don Van Vliet,Man With The Woman Head,0.99,12.0,0.99,358.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,2.0,Leonie,Köhler,Stuttgart,,Germany,Frank Zappa & Captain Beefheart
587,Frank Zappa & Captain Beefheart,Bongo Fury,Rock,Frank Zappa,Muffin Man,0.99,,,,,,,,,,,,,,,,,Frank Zappa & Captain Beefheart
588,Marcos Valle,Chill: Brazil (Disc 1),Latin,Marcos Valle,Guanabara,0.99,,,,,,,,,,,,,,,,,Marcos Valle
589,Marcos Valle,Chill: Brazil (Disc 1),Latin,Jorge Ben,Mas Que Nada,0.99,222.0,0.99,375.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,21.0,Kathy,Chase,Reno,NV,USA,Marcos Valle
590,Marcos Valle,Chill: Brazil (Disc 1),Latin,J.r.Bertami/Parana,Vôo Sobre o Horizonte,0.99,12.0,0.99,376.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,2.0,Leonie,Köhler,Stuttgart,,Germany,Marcos Valle
591,Marcos Valle,Chill: Brazil (Disc 1),Latin,Donato/Gilberto Gil,A Paz,0.99,,,,,,,,,,,,,,,,,Marcos Valle
592,Marcos Valle,Chill: Brazil (Disc 1),Latin,Antonio Carlos Jobim,Wave (Vou te Contar),0.99,,,,,,,,,,,,,,,,,Marcos Valle
593,Marcos Valle,Chill: Brazil (Disc 1),Latin,Antonio Carlos Jobim/Vinicius de Moraes,Água de Beber,0.99,327.0,0.99,379.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,1.0,Luís,Gonçalves,São José dos Campos,SP,Brazil,Marcos Valle
594,Marcos Valle,Chill: Brazil (Disc 1),Latin,Baden Powell/Vinicius de Moraes,Samba da Bençaco,0.99,117.0,0.99,380.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,41.0,Marc,Dubois,Lyon,,France,Marcos Valle
595,Marcos Valle,Chill: Brazil (Disc 1),Latin,Jorge Vercilo/Jota Maranhao,Pode Parar,0.99,,,,,,,,,,,,,,,,,Marcos Valle
596,Marcos Valle,Chill: Brazil (Disc 1),Latin,Caetano Veloso,Menino do Rio,0.99,,,,,,,,,,,,,,,,,Marcos Valle
597,Marcos Valle,Chill: Brazil (Disc 1),Latin,Caetano Veloso,Ando Meio Desligado,0.99,,,,,,,,,,,,,,,,,Marcos Valle
598,Marcos Valle,Chill: Brazil (Disc 1),Latin,Luiz Melodia/Ricardo Augusto,Mistério da Raça,0.99,222.0,0.99,384.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,21.0,Kathy,Chase,Reno,NV,USA,Marcos Valle
599,Marcos Valle,Chill: Brazil (Disc 1),Latin,Nando Reis,All Star,0.99,12.0,0.99,385.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,2.0,Leonie,Köhler,Stuttgart,,Germany,Marcos Valle
600,Marcos Valle,Chill: Brazil (Disc 1),Latin,Alexandre Brazil/Pedro Luis/Rodrigo Cabelo,Menina Bonita,0.99,,,,,,,,,,,,,,,,,Marcos Valle
601,Marcos Valle,Chill: Brazil (Disc 1),Latin,Macelo Yuka/O Rappa,Pescador de Ilusões,0.99,,,,,,,,,,,,,,,,,Marcos Valle
602,Marcos Valle,Chill: Brazil (Disc 1),Latin,Bombom/Ed Motta,À Vontade (Live Mix),0.99,,,,,,,,,,,,,,,,,Marcos Valle
603,Marcos Valle,Chill: Brazil (Disc 1),Latin,Luiz Carlos/Oberdan,Maria Fumaça,0.99,117.0,0.99,389.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,41.0,Marc,Dubois,Lyon,,France,Marcos Valle
604,Marcos Valle,Chill: Brazil (Disc 1),Latin,Alba Carvalho/Fernando Porto,Sambassim (dj patife remix),0.99,,,,,,,,,,,,,,,,,Marcos Valle
605,Milton Nascimento & Bebeto,,,,,,,,,,,,,,,,,,,,,,Milton Nascimento
606,Azymuth,,,,,,,,,,,,,,,,,,,,,,Azymuth
607,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,,Óia Eu Aqui De Novo,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
608,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,,Baião Da Penha,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
609,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Manuca/Raimundinho DoAcordion/Targino Godim,Esperando Na Janela,0.99,348.0,0.99,1075.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,56.0,Diego,Gutiérrez,Buenos Aires,,Argentina,Gilberto Gil
610,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Humberto Teixeira/Luiz Gonzaga,Juazeiro,0.99,138.0,0.99,1076.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,37.0,Fynn,Zimmermann,Frankfurt,,Germany,Gilberto Gil
611,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Corumbá/José Gumarães/Venancio,Último Pau-De-Arara,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
612,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Humberto Teixeira/Luiz Gonzaga,Asa Branca,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
613,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Humberto Teixeira/Luiz Gonzaga,Qui Nem Jiló,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
614,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Humberto Teixeira/Luiz Gonzaga,Assum Preto,0.99,243.0,0.99,1080.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,17.0,Jack,Smith,Redmond,WA,USA,Gilberto Gil
615,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",Pau-De-Arara,0.99,33.0,0.99,1081.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,57.0,Luis,Rojas,Santiago,,Chile,Gilberto Gil
616,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Luiz Gonzaga/Zé Dantas,A Volta Da Asa Branca,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
617,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Gilberto Gil,O Amor Daqui De Casa,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
618,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Gilberto Gil,As Pegadas Do Amor,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
619,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Dominguinhos/Gilberto Gil,Lamento Sertanejo,0.99,138.0,0.99,1085.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,37.0,Fynn,Zimmermann,Frankfurt,,Germany,Gilberto Gil
620,Gilberto Gil,As Canções de Eu Tu Eles,Soundtrack,Gilberto Gil,Casinha Feliz,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
621,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Introdução (Live),0.99,,,,,,,,,,,,,,,,,Gilberto Gil
622,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Palco (Live),0.99,,,,,,,,,,,,,,,,,Gilberto Gil
623,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Is This Love (Live),0.99,243.0,0.99,1089.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,17.0,Jack,Smith,Redmond,WA,USA,Gilberto Gil
624,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Is This Love (Live),0.99,349.0,0.99,1089.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,11.0,Alexandre,Rocha,São Paulo,SP,Brazil,Gilberto Gil
625,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Stir It Up (Live),0.99,33.0,0.99,1090.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,57.0,Luis,Rojas,Santiago,,Chile,Gilberto Gil
626,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Stir It Up (Live),0.99,350.0,0.99,1090.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,12.0,Roberto,Almeida,Rio de Janeiro,RJ,Brazil,Gilberto Gil
627,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Refavela (Live),0.99,350.0,0.99,1091.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,12.0,Roberto,Almeida,Rio de Janeiro,RJ,Brazil,Gilberto Gil
628,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Vendedor De Caranguejo (Live),0.99,,,,,,,,,,,,,,,,,Gilberto Gil
629,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Quanta (Live),0.99,351.0,0.99,1093.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,14.0,Mark,Philips,Edmonton,AB,Canada,Gilberto Gil
630,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Estrela (Live),0.99,138.0,0.99,1094.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,37.0,Fynn,Zimmermann,Frankfurt,,Germany,Gilberto Gil
631,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Pela Internet (Live),0.99,351.0,0.99,1095.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,14.0,Mark,Philips,Edmonton,AB,Canada,Gilberto Gil
632,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Cérebro Eletrônico (Live),0.99,,,,,,,,,,,,,,,,,Gilberto Gil
633,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Opachorô (Live),0.99,352.0,0.99,1097.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,16.0,Frank,Harris,Mountain View,CA,USA,Gilberto Gil
634,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Copacabana (Live),0.99,243.0,0.99,1098.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,17.0,Jack,Smith,Redmond,WA,USA,Gilberto Gil
635,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,A Novidade (Live),0.99,33.0,0.99,1099.0,5.0,Steve,Johnson,Sales Support Agent,Calgary,AB,Canada,57.0,Luis,Rojas,Santiago,,Chile,Gilberto Gil
636,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,A Novidade (Live),0.99,352.0,0.99,1099.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,16.0,Frank,Harris,Mountain View,CA,USA,Gilberto Gil
637,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,Ghandi (Live),0.99,,,,,,,,,,,,,,,,,Gilberto Gil
638,Gilberto Gil,Quanta Gente Veio Ver (Live),Latin,,De Ouro E Marfim (Live),0.99,352.0,0.99,1101.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,16.0,Frank,Harris,Mountain View,CA,USA,Gilberto Gil
639,Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Jazz,,Doce De Carnaval (Candy All),0.99,,,,,,,,,,,,,,,,,Gilberto Gil
640,Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Jazz,,Lamento De Carnaval,0.99,138.0,0.99,1103.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,37.0,Fynn,Zimmermann,Frankfurt,,Germany,Gilberto Gil
641,Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Jazz,,Lamento De Carnaval,0.99,352.0,0.99,1103.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,16.0,Frank,Harris,Mountain View,CA,USA,Gilberto Gil
642,Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,Jazz,,Pretinha,0.99,,,,,,,,,,,,,,,,,Gilberto Gil
643,João Gilberto,,,,,,,,,,,,,,,,,,,,,,João Gilberto
644,Bebel Gilberto,,,,,,,,,,,,,,,,,,,,,,Bebel Gilberto
645,Jorge Vercilo,,,,,,,,,,,,,,,,,,,,,,Jorge Vercilo
646,Baby Consuelo,,,,,,,,,,,,,,,,,,,,,,Baby Consuelo
647,Ney Matogrosso,,,,,,,,,,,,,,,,,,,,,,Ney Matogrosso
648,Luiz Melodia,,,,,,,,,,,,,,,,,,,,,,Luiz Melodia
649,Nando Reis,,,,,,,,,,,,,,,,,,,,,,Nando Reis
650,Pedro Luís & A Parede,,,,,,,,,,,,,,,,,,,,,,Pedro Luis
651,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Instinto Colectivo,0.99,313.0,0.99,3319.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,43.0,Isabelle,Mercier,Dijon,,France,O Rappa
652,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Chapa o Coco,0.99,102.0,0.99,3320.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,15.0,Jennifer,Peterson,Vancouver,BC,Canada,O Rappa
653,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Prostituta,0.99,,,,,,,,,,,,,,,,,O Rappa
654,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Eu So Queria Sumir,0.99,,,,,,,,,,,,,,,,,O Rappa
655,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Tres Reis,0.99,,,,,,,,,,,,,,,,,O Rappa
656,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Um Lugar ao Sol,0.99,208.0,0.99,3324.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,4.0,Bjørn,Hansen,Oslo,,Norway,O Rappa
657,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Batalha Naval,0.99,,,,,,,,,,,,,,,,,O Rappa
658,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Todo o Carnaval tem seu Fim,0.99,102.0,0.99,3326.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,15.0,Jennifer,Peterson,Vancouver,BC,Canada,O Rappa
659,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,O Misterio do Samba,0.99,,,,,,,,,,,,,,,,,O Rappa
660,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Armadura,0.99,313.0,0.99,3328.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,43.0,Isabelle,Mercier,Dijon,,France,O Rappa
661,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Na Ladeira,0.99,,,,,,,,,,,,,,,,,O Rappa
662,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Carimbo,0.99,,,,,,,,,,,,,,,,,O Rappa
663,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Catimbo,0.99,,,,,,,,,,,,,,,,,O Rappa
664,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Funk de Bamba,0.99,102.0,0.99,3332.0,3.0,Jane,Peacock,Sales Support Agent,Calgary,AB,Canada,15.0,Jennifer,Peterson,Vancouver,BC,Canada,O Rappa
665,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Chega no Suingue,0.99,208.0,0.99,3333.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,4.0,Bjørn,Hansen,Oslo,,Norway,O Rappa
666,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Mun-Ra,0.99,,,,,,,,,,,,,,,,,O Rappa
667,O Rappa,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,Electronica/Dance,,Freestyle Love,0.99,,,,,,,,,,,,,,,,,O Rappa
668,Ed Motta,The Best of Ed Motta,Latin,,Solução,0.99,,,,,,,,,,,,,,,,,Ed Motta
669,Ed Motta,The Best of Ed Motta,Latin,,Manuel,0.99,334.0,0.99,584.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,39.0,Camille,Bernard,Paris,,France,Ed Motta
670,Ed Motta,The Best of Ed Motta,Latin,,Entre E Ouça,0.99,124.0,0.99,585.0,4.0,Margaret,Park,Sales Support Agent,Calgary,AB,Canada,20.0,Dan,Miller,Mountain View,CA,USA,Ed Motta
671,Ed Motta,The Best of Ed Motta,Latin,,Um Contrato Com Deus,0.99,,,,,,,,,,,,,,,,,Ed Motta
672,Ed Motta,The Best of Ed Motta,Latin,,Um Jantar Pra Dois,0.99,,,,,,,,,,,,,,,,,Ed Motta
